@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
565,'2024/11/10 16:25:47:724',6,0.436151,0.4492,0.474627,0.449304,0.525635,0.453195,0.561623,0.458166,0.504032,0.509706,0.503323,0.387391,0.46949,0.59659,0.525375,0.600811,0.499787,0.586909,0.499757,0.594214,0.46,0.13,0.78
566,'2024/11/10 16:25:47:757',6,0.437456,0.448373,0.476296,0.449207,0.528072,0.453728,0.564319,0.458583,0.506371,0.510745,0.50574,0.387811,0.471097,0.596385,0.52659,0.601489,0.501515,0.586835,0.501415,0.594532,0.46,0.13,0.78
567,'2024/11/10 16:25:47:799',6,0.439932,0.449441,0.478702,0.450624,0.529038,0.455177,0.564764,0.459824,0.50948,0.513372,0.507696,0.388461,0.472705,0.598499,0.529911,0.603687,0.504472,0.590017,0.504416,0.597683,0.46,0.13,0.78
568,'2024/11/10 16:25:47:824',6,0.441961,0.448898,0.480884,0.450945,0.531133,0.456358,0.566677,0.461343,0.512022,0.514732,0.510393,0.388987,0.474403,0.599187,0.530754,0.605188,0.506175,0.591035,0.505956,0.599216,0.46,0.13,0.78
569,'2024/11/10 16:25:47:856',6,0.44343,0.449662,0.482395,0.451709,0.532458,0.45694,0.567997,0.461654,0.513313,0.51438,0.511774,0.389537,0.475774,0.599176,0.531497,0.604988,0.507315,0.590535,0.507105,0.598889,0.46,0.13,0.78
570,'2024/11/10 16:25:47:890',6,0.443769,0.449782,0.482705,0.452018,0.53256,0.457126,0.567891,0.46154,0.514298,0.515982,0.512002,0.390061,0.476728,0.601091,0.532969,0.606095,0.508614,0.592672,0.508494,0.600462,0.46,0.13,0.78
571,'2024/11/10 16:25:47:924',6,0.444801,0.450209,0.483851,0.452331,0.533638,0.457527,0.568756,0.462255,0.515667,0.516976,0.513551,0.390568,0.476038,0.601395,0.534036,0.607207,0.509112,0.594617,0.50893,0.60081,0.46,0.13,0.78
572,'2024/11/10 16:25:47:957',6,0.445824,0.449853,0.484885,0.4525,0.534512,0.458132,0.569562,0.462857,0.516517,0.518797,0.514684,0.392663,0.477289,0.603364,0.534215,0.609092,0.50981,0.596352,0.509705,0.603266,0.46,0.13,0.78
573,'2024/11/10 16:25:47:990',6,0.446345,0.450145,0.485441,0.453099,0.534874,0.458981,0.569892,0.463772,0.517099,0.520003,0.515372,0.393477,0.477305,0.604365,0.534069,0.610542,0.509968,0.597627,0.509758,0.605753,0.46,0.13,0.78
574,'2024/11/10 16:25:48:023',6,0.447081,0.449846,0.486236,0.453099,0.5355,0.459215,0.570631,0.46398,0.517493,0.520271,0.516237,0.393222,0.478052,0.604121,0.533859,0.610357,0.510201,0.597372,0.509997,0.605753,0.46,0.13,0.78
575,'2024/11/10 16:25:48:057',6,0.446941,0.450053,0.485954,0.45307,0.535058,0.45902,0.570232,0.463902,0.516878,0.519794,0.51559,0.393887,0.477281,0.60413,0.533827,0.610597,0.509711,0.597318,0.50949,0.605704,0.46,0.13,0.78
576,'2024/11/10 16:25:48:090',6,0.446776,0.450082,0.485826,0.45333,0.535034,0.459645,0.570226,0.464788,0.517017,0.520754,0.515579,0.393915,0.47791,0.604597,0.534056,0.610932,0.51007,0.597694,0.509881,0.605311,0.46,0.13,0.78
577,'2024/11/10 16:25:48:123',6,0.446537,0.450827,0.485625,0.454116,0.534814,0.459939,0.570169,0.464446,0.516689,0.521796,0.515178,0.394531,0.477874,0.605017,0.5336,0.611054,0.509809,0.598001,0.509624,0.606171,0.46,0.13,0.78
578,'2024/11/10 16:25:48:157',6,0.446847,0.450889,0.485947,0.454157,0.535221,0.460029,0.570581,0.464511,0.516778,0.521933,0.515514,0.394464,0.478143,0.60547,0.533878,0.611488,0.509989,0.598426,0.50977,0.606487,0.46,0.13,0.78
579,'2024/11/10 16:25:48:190',6,0.445748,0.450644,0.485122,0.454169,0.534909,0.460165,0.570551,0.464547,0.516403,0.522376,0.514929,0.394955,0.478255,0.605734,0.533726,0.611389,0.509874,0.598724,0.50977,0.606293,0.46,0.13,0.78
580,'2024/11/10 16:25:48:223',6,0.445818,0.45099,0.485022,0.45445,0.534607,0.460453,0.570119,0.46493,0.516068,0.523746,0.514803,0.394953,0.477509,0.605614,0.533508,0.611631,0.50935,0.599488,0.509265,0.605949,0.46,0.13,0.78
581,'2024/11/10 16:25:48:256',6,0.446037,0.450786,0.485185,0.454019,0.534426,0.459852,0.569917,0.464273,0.516215,0.52246,0.514634,0.394894,0.477928,0.606239,0.533642,0.611956,0.509649,0.59927,0.509517,0.607178,0.46,0.13,0.78
582,'2024/11/10 16:25:48:290',6,0.44634,0.450619,0.48546,0.45406,0.534771,0.46004,0.5702,0.464502,0.516405,0.522074,0.515064,0.394859,0.477413,0.606039,0.533559,0.61246,0.509474,0.598966,0.509246,0.607457,0.46,0.13,0.78
583,'2024/11/10 16:25:48:324',6,0.446119,0.450784,0.485188,0.454333,0.534638,0.460531,0.570126,0.465191,0.515843,0.52189,0.514752,0.394949,0.477517,0.605598,0.533274,0.612002,0.509184,0.598365,0.50896,0.606444,0.46,0.13,0.78
584,'2024/11/10 16:25:48:357',6,0.445441,0.451101,0.484712,0.454688,0.534716,0.460997,0.570384,0.465852,0.515628,0.522629,0.514738,0.394868,0.476976,0.605855,0.532759,0.612437,0.508713,0.599057,0.508479,0.606606,0.46,0.13,0.78
585,'2024/11/10 16:25:48:390',6,0.445566,0.45088,0.484783,0.454352,0.534724,0.460505,0.570353,0.465187,0.515673,0.52209,0.514662,0.394861,0.477011,0.605425,0.533121,0.611728,0.508905,0.598584,0.508688,0.60592,0.46,0.13,0.78
586,'2024/11/10 16:25:48:423',6,0.445338,0.451102,0.48468,0.454578,0.534887,0.460817,0.570656,0.465606,0.515548,0.522479,0.514732,0.395166,0.476892,0.605614,0.532904,0.611994,0.508728,0.59895,0.508512,0.606597,0.46,0.13,0.78
587,'2024/11/10 16:56:27:786',7,0.442697,0.525359,0.484164,0.53946,0.535166,0.546194,0.573932,0.542432,0.511134,0.654902,0.514751,0.492592,0.479102,0.72055,0.525389,0.724184,0.505011,0.718813,0.504503,0.738152,0.82,0.17,1.112956
588,'2024/11/10 16:56:27:821',7,0.442477,0.521437,0.483981,0.535267,0.535036,0.541641,0.574233,0.53746,0.51053,0.654382,0.514335,0.486983,0.481282,0.718237,0.52631,0.719415,0.505978,0.717486,0.505745,0.732971,0.82,0.17,1.112956
589,'2024/11/10 16:56:27:855',7,0.441964,0.517532,0.483714,0.531293,0.535463,0.537829,0.574931,0.533873,0.510855,0.645939,0.514421,0.480395,0.482188,0.716304,0.525877,0.717217,0.506352,0.711829,0.505861,0.733833,0.82,0.17,1.112956
590,'2024/11/10 16:56:27:888',7,0.443171,0.514832,0.484448,0.527449,0.535599,0.533833,0.574685,0.530553,0.511873,0.638833,0.514825,0.475864,0.482288,0.710954,0.528011,0.711413,0.507561,0.706944,0.50715,0.727782,0.82,0.17,1.112956
591,'2024/11/10 16:56:27:920',7,0.443442,0.513159,0.484694,0.52395,0.53626,0.529735,0.575152,0.527097,0.51309,0.630283,0.515082,0.471225,0.4838,0.70569,0.529945,0.705859,0.509043,0.702331,0.508862,0.716155,0.82,0.17,1.112956
592,'2024/11/10 16:56:27:954',7,0.444101,0.510446,0.484936,0.521034,0.535995,0.526923,0.574833,0.524493,0.512323,0.624336,0.514918,0.466405,0.483549,0.70015,0.528908,0.701609,0.508242,0.695928,0.507993,0.710407,0.82,0.17,1.112956
593,'2024/11/10 16:56:27:988',7,0.443832,0.508563,0.484697,0.518701,0.536129,0.524661,0.574948,0.522904,0.512782,0.616554,0.514764,0.46278,0.48438,0.697032,0.528386,0.697894,0.508856,0.688736,0.508186,0.711042,0.82,0.17,1.112956
594,'2024/11/10 16:56:28:021',7,0.444263,0.50729,0.484714,0.517158,0.535509,0.523193,0.574336,0.521749,0.511876,0.615009,0.51427,0.461339,0.484884,0.693195,0.527942,0.694276,0.50846,0.686093,0.50795,0.704746,0.82,0.17,1.112956
595,'2024/11/10 16:56:28:055',7,0.443767,0.505441,0.484333,0.514826,0.535726,0.520629,0.574691,0.519263,0.512207,0.609014,0.514046,0.458254,0.484202,0.689193,0.527818,0.690393,0.508552,0.679661,0.507726,0.704663,0.82,0.17,1.112956
596,'2024/11/10 16:56:28:087',7,0.444345,0.502581,0.484831,0.511134,0.535698,0.516428,0.574302,0.515047,0.51293,0.605233,0.514213,0.454691,0.484333,0.684617,0.528587,0.685563,0.509054,0.676483,0.508325,0.698809,0.82,0.17,1.112956
597,'2024/11/10 16:56:28:121',7,0.44498,0.500342,0.485489,0.507957,0.535928,0.51272,0.574004,0.511214,0.514904,0.600288,0.514838,0.450507,0.485821,0.678251,0.530758,0.678474,0.511025,0.670936,0.510586,0.687679,0.82,0.17,1.112956
598,'2024/11/10 16:56:28:154',7,0.44468,0.499901,0.484909,0.50681,0.535037,0.511719,0.572829,0.511288,0.513997,0.593642,0.514191,0.448472,0.484758,0.675577,0.528683,0.677381,0.509551,0.665819,0.509033,0.685633,0.82,0.17,1.112956
599,'2024/11/10 16:56:28:188',7,0.443818,0.500645,0.483763,0.507139,0.533976,0.511966,0.571982,0.511743,0.512511,0.593396,0.512422,0.447729,0.483764,0.673979,0.52927,0.676032,0.509035,0.664829,0.508483,0.684851,0.82,0.17,1.112956
600,'2024/11/10 16:56:28:221',7,0.443543,0.499402,0.483444,0.505743,0.534044,0.510931,0.571835,0.511304,0.512605,0.591729,0.51254,0.446737,0.484133,0.67216,0.529283,0.674325,0.509015,0.664273,0.508717,0.679693,0.82,0.17,1.112956
601,'2024/11/10 16:56:28:254',7,0.444132,0.497763,0.484187,0.503363,0.534618,0.507088,0.572596,0.50596,0.513369,0.585279,0.512618,0.443378,0.485183,0.66598,0.530641,0.667146,0.510029,0.656548,0.509761,0.670463,0.82,0.17,1.112956
602,'2024/11/10 16:56:28:288',7,0.443094,0.494839,0.483115,0.500261,0.534092,0.504699,0.571896,0.504713,0.512646,0.582406,0.512185,0.439302,0.483736,0.664437,0.52847,0.667429,0.508584,0.654716,0.508142,0.673011,0.82,0.17,1.112956
603,'2024/11/10 16:56:28:321',7,0.443551,0.496224,0.48351,0.501749,0.53438,0.50592,0.572096,0.505387,0.513472,0.585156,0.512342,0.4405,0.483833,0.663592,0.529351,0.666129,0.50938,0.654102,0.508814,0.673629,0.82,0.17,1.112956
604,'2024/11/10 16:56:28:354',7,0.443303,0.496187,0.483145,0.501432,0.533851,0.505835,0.571573,0.505924,0.512921,0.583188,0.511964,0.440345,0.483582,0.664111,0.528848,0.666487,0.509064,0.653248,0.508467,0.675171,0.82,0.17,1.112956
605,'2024/11/10 16:56:28:387',7,0.443756,0.495855,0.483534,0.500866,0.533954,0.505354,0.571761,0.505779,0.512611,0.580483,0.511995,0.440445,0.482226,0.660803,0.52957,0.664698,0.508439,0.652113,0.507906,0.669336,0.82,0.17,1.112956
606,'2024/11/10 16:56:28:421',7,0.443939,0.493583,0.483653,0.498394,0.534328,0.502999,0.572075,0.503882,0.512524,0.576123,0.512276,0.437565,0.482206,0.658204,0.529518,0.662902,0.508303,0.649276,0.507769,0.665527,0.82,0.17,1.112956
607,'2024/11/10 16:56:28:454',7,0.442844,0.493436,0.483039,0.498141,0.534345,0.502743,0.572224,0.503955,0.512505,0.57397,0.512275,0.43811,0.477449,0.656489,0.530747,0.661665,0.50706,0.651011,0.506593,0.663969,0.82,0.17,1.112956
608,'2024/11/10 16:56:28:488',7,0.442986,0.492756,0.483296,0.497784,0.53457,0.503078,0.572515,0.504946,0.51257,0.571931,0.512505,0.437777,0.475094,0.653646,0.533386,0.659941,0.5071,0.650103,0.506746,0.660704,0.82,0.17,1.112956
609,'2024/11/10 16:56:28:521',7,0.442931,0.492404,0.483088,0.49763,0.534335,0.502923,0.572434,0.504809,0.51137,0.569803,0.512193,0.43694,0.473537,0.649575,0.53137,0.657988,0.505229,0.646214,0.504673,0.659351,0.82,0.17,1.112956
610,'2024/11/10 16:56:28:553',7,0.442675,0.491503,0.483029,0.497169,0.533834,0.502749,0.572064,0.504503,0.51145,0.568882,0.51192,0.436271,0.47144,0.64743,0.53448,0.655867,0.505824,0.643138,0.504849,0.667395,0.82,0.17,1.112956
611,'2024/11/10 16:56:28:587',7,0.442925,0.490992,0.483055,0.49649,0.53453,0.502268,0.572845,0.504725,0.510252,0.566285,0.512221,0.437514,0.47124,0.64641,0.533367,0.656746,0.504561,0.640051,0.503332,0.666194,0.82,0.17,1.112956
612,'2024/11/10 16:56:28:621',7,0.442882,0.4904,0.483112,0.495791,0.534098,0.500872,0.572716,0.502371,0.509844,0.5655,0.511643,0.437598,0.469138,0.64593,0.536257,0.655175,0.504801,0.64088,0.503435,0.670272,0.82,0.17,1.112956
613,'2024/11/10 16:56:28:654',7,0.442663,0.490082,0.483208,0.495459,0.53473,0.500486,0.573439,0.50177,0.510562,0.564924,0.512043,0.436805,0.468537,0.641702,0.539788,0.650036,0.506161,0.633742,0.504709,0.672042,0.82,0.17,1.112956
614,'2024/11/10 16:56:28:688',7,0.442986,0.4898,0.483222,0.495147,0.534559,0.500083,0.573229,0.501325,0.509734,0.563743,0.511729,0.436734,0.46803,0.640269,0.540141,0.648702,0.505739,0.632019,0.504297,0.671604,0.82,0.17,1.112956
615,'2024/11/10 16:56:28:721',7,0.443544,0.488695,0.483696,0.494642,0.534463,0.499717,0.572998,0.500594,0.509817,0.564744,0.512198,0.436818,0.466438,0.639767,0.540558,0.648868,0.50538,0.631881,0.503747,0.675184,0.82,0.17,1.112956
616,'2024/11/10 16:56:28:755',7,0.443575,0.488191,0.483947,0.494919,0.534868,0.500418,0.573663,0.501275,0.509905,0.566743,0.512764,0.436389,0.466367,0.64186,0.539791,0.6519,0.505053,0.634717,0.503345,0.679265,0.82,0.17,1.112956
617,'2024/11/10 16:56:28:786',7,0.443828,0.487979,0.484289,0.494018,0.535373,0.499122,0.574005,0.500019,0.510993,0.564418,0.513276,0.435444,0.465418,0.643071,0.541961,0.653227,0.505825,0.633871,0.50381,0.684219,0.82,0.17,1.112956
618,'2024/11/10 16:56:28:821',7,0.444413,0.487521,0.484639,0.492926,0.535031,0.498299,0.573367,0.499768,0.511091,0.562728,0.513086,0.4357,0.465525,0.64769,0.544228,0.656656,0.506804,0.631114,0.504481,0.700219,0.82,0.17,1.112956
619,'2024/11/10 16:56:28:853',7,0.444431,0.488821,0.484725,0.492493,0.535653,0.497675,0.574167,0.500599,0.511346,0.560757,0.513103,0.434419,0.464649,0.648369,0.545754,0.655996,0.507287,0.630715,0.50489,0.703823,0.82,0.17,1.112956
620,'2024/11/10 16:56:28:887',7,0.44368,0.487292,0.484232,0.49119,0.535397,0.497052,0.574125,0.500579,0.511691,0.559287,0.512829,0.433814,0.465376,0.649065,0.545232,0.655855,0.507691,0.630598,0.505493,0.705641,0.82,0.17,1.112956
621,'2024/11/10 16:56:28:921',7,0.443644,0.486314,0.484377,0.490743,0.535689,0.49683,0.574437,0.50018,0.511874,0.560823,0.513458,0.433116,0.465329,0.650996,0.543109,0.658058,0.50715,0.631013,0.504344,0.712024,0.82,0.17,1.112956
622,'2024/11/10 16:56:28:954',7,0.443447,0.487187,0.484247,0.49144,0.535531,0.497613,0.574251,0.501314,0.511993,0.558599,0.51338,0.43244,0.465382,0.653006,0.542572,0.660098,0.507181,0.630151,0.504124,0.714423,0.82,0.17,1.112956
623,'2024/11/10 16:56:28:988',7,0.44402,0.486002,0.484557,0.490914,0.534973,0.497464,0.573405,0.501167,0.512236,0.55793,0.51353,0.431023,0.467274,0.652053,0.541614,0.658019,0.507727,0.629254,0.504808,0.707786,0.82,0.17,1.112956
624,'2024/11/10 16:56:29:021',7,0.442915,0.486824,0.483296,0.490251,0.534198,0.495805,0.572534,0.499365,0.511957,0.556732,0.511998,0.429649,0.468599,0.654068,0.539208,0.658294,0.507639,0.628036,0.504283,0.713356,0.82,0.17,1.112956
625,'2024/11/10 16:56:29:054',7,0.443242,0.486628,0.483832,0.489956,0.534215,0.495496,0.572577,0.499116,0.512587,0.554756,0.512475,0.429605,0.469044,0.653754,0.539462,0.657609,0.507988,0.629599,0.505445,0.706262,0.82,0.17,1.112956
626,'2024/11/10 16:56:29:087',7,0.44375,0.485703,0.484377,0.489194,0.535042,0.495101,0.573475,0.49902,0.513429,0.554628,0.51311,0.429748,0.472405,0.655364,0.53895,0.658734,0.509297,0.630215,0.506833,0.704977,0.82,0.17,1.112956
627,'2024/11/10 16:56:29:120',7,0.441821,0.486562,0.482905,0.489476,0.534918,0.494795,0.573538,0.498316,0.514113,0.555402,0.512013,0.428836,0.474353,0.652003,0.539401,0.654212,0.510427,0.632478,0.508625,0.689349,0.82,0.17,1.112956
628,'2024/11/10 16:56:29:154',7,0.442075,0.486998,0.482876,0.488811,0.53459,0.492955,0.573039,0.495949,0.514519,0.555344,0.51123,0.427632,0.477388,0.652972,0.538615,0.652609,0.511667,0.631765,0.510366,0.686147,0.82,0.17,1.112956
629,'2024/11/10 16:56:29:188',7,0.441597,0.486364,0.482763,0.488988,0.534508,0.493042,0.573149,0.495332,0.514627,0.554887,0.511529,0.426448,0.477336,0.652821,0.537244,0.65268,0.511143,0.631687,0.510117,0.685909,0.82,0.17,1.112956
630,'2024/11/10 16:56:29:221',7,0.442305,0.486223,0.483043,0.489095,0.534058,0.492454,0.572662,0.493628,0.51338,0.55653,0.511107,0.427183,0.476759,0.651418,0.535555,0.651324,0.509723,0.631396,0.508658,0.683905,0.82,0.17,1.112956
631,'2024/11/10 16:56:29:254',7,0.441715,0.485461,0.4825,0.488119,0.533882,0.491661,0.57249,0.49319,0.513391,0.556026,0.510863,0.425908,0.478961,0.651121,0.533724,0.650533,0.509894,0.632608,0.50918,0.678591,0.82,0.17,1.112956
632,'2024/11/10 16:56:29:287',7,0.441238,0.486654,0.482306,0.488465,0.534031,0.491199,0.572931,0.492177,0.513618,0.55343,0.510612,0.424208,0.483733,0.65199,0.533092,0.649183,0.511235,0.635038,0.510815,0.663612,0.82,0.17,1.112956
633,'2024/11/10 16:56:29:321',7,0.441612,0.48807,0.482611,0.489023,0.534489,0.491406,0.572659,0.492385,0.515082,0.552608,0.51135,0.422503,0.486579,0.650351,0.534479,0.647816,0.512844,0.635931,0.512858,0.651492,0.82,0.17,1.112956
634,'2024/11/10 16:56:29:354',7,0.442271,0.486949,0.482692,0.48815,0.534477,0.491225,0.572476,0.493196,0.51393,0.555356,0.511102,0.423115,0.486005,0.650187,0.53369,0.648556,0.511923,0.635407,0.511868,0.65312,0.82,0.17,1.112956
635,'2024/11/10 16:56:29:387',7,0.44144,0.486521,0.481762,0.488124,0.533593,0.491038,0.571617,0.492491,0.513685,0.559512,0.509845,0.423818,0.48255,0.655143,0.533724,0.652919,0.511358,0.636217,0.510638,0.671426,0.82,0.17,1.112956
636,'2024/11/10 16:56:29:420',7,0.442311,0.487786,0.482949,0.490043,0.534216,0.492571,0.572482,0.493165,0.513173,0.560186,0.511105,0.425247,0.481712,0.664156,0.53516,0.663275,0.511172,0.638197,0.509942,0.698421,0.82,0.17,1.112956
637,'2024/11/10 16:56:29:454',7,0.441949,0.486691,0.48262,0.489674,0.534414,0.493123,0.572976,0.493854,0.512775,0.563084,0.511171,0.425465,0.482709,0.66274,0.535212,0.660864,0.511408,0.638682,0.510558,0.696066,0.82,0.17,1.112956
638,'2024/11/10 16:56:29:487',7,0.44195,0.485374,0.482508,0.489119,0.534745,0.493377,0.573299,0.49459,0.512054,0.563409,0.511869,0.426052,0.481155,0.658787,0.533133,0.65846,0.50964,0.635121,0.508306,0.696983,0.82,0.17,1.112956
639,'2024/11/10 16:56:29:520',7,0.442418,0.484974,0.482985,0.489131,0.534794,0.493466,0.573685,0.49455,0.5114,0.561184,0.512085,0.426241,0.480334,0.656477,0.53242,0.656932,0.508726,0.632205,0.5071,0.695319,0.82,0.17,1.112956
640,'2024/11/10 16:56:29:554',7,0.442855,0.486105,0.483125,0.489449,0.535215,0.493516,0.574012,0.494802,0.512255,0.559647,0.51188,0.42589,0.481328,0.653021,0.533717,0.653467,0.509875,0.630965,0.508551,0.683375,0.82,0.17,1.112956
641,'2024/11/10 16:56:29:586',7,0.442247,0.485965,0.482383,0.489204,0.534906,0.493257,0.573854,0.49463,0.511539,0.55814,0.511198,0.425927,0.482436,0.65069,0.532186,0.651647,0.509498,0.627941,0.508267,0.679181,0.82,0.17,1.112956
642,'2024/11/10 16:56:29:620',7,0.441556,0.486178,0.481581,0.490127,0.534319,0.494391,0.573397,0.495706,0.510555,0.558586,0.510494,0.426316,0.482579,0.646635,0.530982,0.648633,0.508705,0.625612,0.507732,0.669335,0.82,0.17,1.112956
643,'2024/11/10 16:56:29:653',7,0.442115,0.486868,0.481765,0.490743,0.533937,0.49447,0.572729,0.495218,0.510745,0.557815,0.510144,0.425988,0.483184,0.642323,0.531358,0.644241,0.509047,0.62335,0.50824,0.658768,0.82,0.17,1.112956
644,'2024/11/10 16:56:29:688',7,0.442435,0.486664,0.481567,0.489611,0.533437,0.494029,0.571512,0.496492,0.510249,0.558211,0.509989,0.425648,0.48376,0.641502,0.530114,0.644606,0.508283,0.627153,0.508047,0.642955,0.82,0.17,1.112956
645,'2024/11/10 16:56:29:720',7,0.442109,0.486717,0.481278,0.488833,0.53363,0.49329,0.57158,0.496261,0.510676,0.556044,0.509898,0.42517,0.484162,0.639354,0.529955,0.642352,0.508532,0.624571,0.508276,0.640185,0.82,0.17,1.112956
646,'2024/11/10 16:56:29:754',7,0.442261,0.486829,0.481419,0.488675,0.533338,0.493143,0.571165,0.496518,0.51093,0.554423,0.509908,0.424362,0.483693,0.63734,0.530577,0.640245,0.508701,0.622817,0.508467,0.636903,0.82,0.17,1.112956
647,'2024/11/10 16:56:29:787',7,0.441957,0.487283,0.481267,0.488693,0.533476,0.49316,0.571393,0.497073,0.510714,0.553735,0.509912,0.423865,0.482106,0.637064,0.530801,0.640294,0.50814,0.623349,0.507816,0.638057,0.82,0.17,1.112956
648,'2024/11/10 16:56:29:820',7,0.442256,0.486312,0.481252,0.488473,0.532997,0.493147,0.5706,0.496685,0.510704,0.555866,0.509757,0.424267,0.481497,0.632502,0.531795,0.636291,0.508191,0.621251,0.50806,0.631413,0.82,0.17,1.112956
649,'2024/11/10 16:56:29:850',7,0.441949,0.485862,0.481156,0.487734,0.53306,0.49252,0.570537,0.496544,0.511005,0.554198,0.510164,0.424199,0.479621,0.629498,0.531329,0.634464,0.507386,0.619288,0.507197,0.628662,0.82,0.17,1.112956
650,'2024/11/10 16:56:29:886',7,0.442085,0.486899,0.481413,0.48845,0.533474,0.493215,0.571131,0.497345,0.511202,0.553,0.5104,0.423968,0.479536,0.628362,0.531453,0.63341,0.507371,0.617754,0.507242,0.625856,0.82,0.17,1.112956
651,'2024/11/10 16:56:29:921',7,0.442396,0.486141,0.481435,0.488065,0.533096,0.493382,0.570615,0.49783,0.510753,0.552897,0.510286,0.424211,0.47902,0.626188,0.531604,0.631357,0.507048,0.616494,0.506965,0.622769,0.82,0.17,1.112956
652,'2024/11/10 16:56:29:953',7,0.443188,0.48457,0.481817,0.487456,0.532696,0.493212,0.569988,0.497448,0.510184,0.553242,0.510299,0.425308,0.479161,0.624389,0.530601,0.630129,0.506439,0.615038,0.50639,0.622039,0.82,0.17,1.112956
653,'2024/11/10 16:56:29:987',7,0.443168,0.483886,0.481627,0.486931,0.532496,0.492671,0.569846,0.496639,0.509452,0.55407,0.509979,0.425647,0.478868,0.62437,0.530117,0.629504,0.505957,0.61513,0.505864,0.623038,0.82,0.17,1.112956
654,'2024/11/10 16:56:30:019',7,0.442947,0.48371,0.48129,0.486909,0.532139,0.492851,0.569488,0.49696,0.509062,0.553074,0.50964,0.425251,0.478114,0.624143,0.530433,0.629602,0.505653,0.615094,0.505576,0.622146,0.82,0.17,1.112956
655,'2024/11/10 16:56:30:054',7,0.443425,0.483797,0.481626,0.486928,0.53199,0.492683,0.569174,0.496571,0.509351,0.553107,0.509712,0.425373,0.479023,0.627533,0.530217,0.632275,0.506115,0.617935,0.505953,0.625736,0.82,0.17,1.112956
656,'2024/11/10 16:56:30:087',7,0.441941,0.48434,0.480712,0.486844,0.532166,0.492175,0.569633,0.496226,0.509446,0.551899,0.509058,0.425041,0.479594,0.631749,0.530241,0.636284,0.506497,0.62104,0.506321,0.632525,0.82,0.17,1.112956
657,'2024/11/10 16:56:30:121',7,0.441608,0.484523,0.480393,0.487855,0.532315,0.492851,0.570134,0.496292,0.507051,0.555908,0.509015,0.42562,0.475954,0.634513,0.528668,0.640917,0.503507,0.627007,0.503297,0.637555,0.82,0.17,1.112956
658,'2024/11/10 16:56:30:154',7,0.441399,0.484395,0.480607,0.488023,0.532993,0.493056,0.571195,0.496405,0.507324,0.554925,0.50951,0.425899,0.473333,0.635072,0.530439,0.642539,0.503268,0.629152,0.502967,0.639713,0.82,0.17,1.112956
659,'2024/11/10 16:56:30:187',7,0.440841,0.484157,0.480497,0.487701,0.533437,0.492897,0.572043,0.496378,0.507711,0.554467,0.509667,0.426415,0.47294,0.63743,0.531875,0.644066,0.503913,0.631406,0.503574,0.642674,0.82,0.17,1.112956
660,'2024/11/10 16:56:30:220',7,0.440873,0.484502,0.480519,0.488476,0.532814,0.49327,0.571471,0.495678,0.507824,0.557167,0.509091,0.426251,0.472027,0.636986,0.534098,0.642774,0.504629,0.631476,0.504242,0.643578,0.82,0.17,1.112956
661,'2024/11/10 16:56:30:254',7,0.44047,0.484682,0.480454,0.488546,0.533244,0.493641,0.572098,0.496605,0.507837,0.556168,0.509421,0.426566,0.469377,0.63709,0.535382,0.643774,0.504129,0.631989,0.503617,0.646114,0.82,0.17,1.112956
